"ID";"kraj";"okres";"zriadovatel";"druh_skoly";"jazyk";"typ_skoly";"nazov";"ulica";"obec";"PSC";"Mat_SJ";"Mat_M";"Mat_MJ";"Mat_SJaSL";"Mat_AJB1";"Mat_AJB2";"Mat_AJC1";"Mat_NJB1";"Mat_NJB2";"Mat_NJC1";"T9_SJ";"T9_M";"T9_MJ";"T9_SJaSL";"riad_skoly";"podm_VaV";"VV_proces";"insp_9R_SJ";"insp_4R_Pri";"insp_9r_Fyz";"insp_9R_Pri";"ucasti";"Kom_M";"Kom_SJ";"mimo_vysl";"nezam";"nezam_okres";"prijati_VS";"uspesnost_VS";"poc_ucitelov";"IKT";"kval";"rozpocet";"vlastne_zdroje"
"1249";"Nitriansky";"Levice";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Slovenskı";"Špeciálna základná škola";"Spojená škola";"Z. Nejedlého 41";"Levice";"93401";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"6";;;;
"1251";"Nitriansky";"Levice";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Hlavná 10";"Lok";"93538";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"50";;;;
"1252";"Nitriansky";"Levice";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Cirk. ZŠ sv. Pavla";"Nová Dedina 97";"Nová Dedina";"93525";;;;;;;;;;;"7";"7";;;;;;;;;;;;;;;;;;"87";;;;
"1253";"Nitriansky";"Levice";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Maïarskı";"Základná škola";"CZŠ P. Palásthyho s VJM";"Plášovce 5";"Plášovce";"93582";;;;;;;;;;;;"4";"4";"4";"2007/08";"2007/08";"2007/08";;;;;;;;;;;;;"45";;;;
"1254";"Nitriansky";"Levice";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Plášovce 634";"Plášovce";"93582";;;;;;;;;;;"8";"8";;;"2010/11";"2010/11";"2010/11";;;;;;;;;;;;;"81";;;;
"1255";"Nitriansky";"Levice";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Plavé Vozokany 114";"Plavé Vozokany";"93569";;;;;;;;;;;"5";"5";;;"2014/15";"2014/15";"2014/15";;;;;;;;;;;;;"71";;;;
"1256";"Nitriansky";"Levice";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Podluany 232";"Podluany";"93527";;;;;;;;;;;;;;;"2014/15";"2014/15";"2014/15";;;;;;;;;;;;;"8";;;;
"1257";"Nitriansky";"Levice";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Hlavná 120";"Pohronskı Ruskov";"93562";;;;;;;;;;;"9";"9";;;;;;;;;;;;;;;;;;"111";;;;
"1258";"Nitriansky";"Levice";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Štiavnická cesta 26";"Pukanec";"93505";;;;;;;;;;;"8";"8";;;;;;;;;;;;;;;;;;"124";;;;
"1259";"Nitriansky";"Levice";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Školská 10";"Rybník";"93523";;;;;;;;;;;"13";"13";;;"2010/11";"2010/11";"2010/11";;;;;;;;;;;;;"124";;;;
"1260";"Nitriansky";"Levice";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Levická 25";"Santovka";"93587";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"21";;;;
"1261";"Nitriansky";"Levice";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"ZŠ s VJM - Alapiskola";"Slatina 24";"Slatina";"93584";;;;;;;;;;;;;;;"2007/08";"2007/08";"2007/08";;;;;;;;;;;;;"15";;;;
"1262";"Nitriansky";"Levice";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Tekovská 17";"Starı Tekov";"93526";;;;;;;;;;;"15";"15";;;;;;;;;;;;;;;;;;"151";;;;
"1263";"Nitriansky";"Levice";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"E. B. Lukáèa 6";"Šahy";"93601";;;;;;;;;;;"14";"14";;;"2009/10";"2009/10";"2009/10";;;;;;;;;;;;;"229";;;;
"1264";"Nitriansky";"Levice";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Slovenskı - maïarskı ";"Špeciálna základná škola";"Špeciálna zákl.škola i.";"F. Rákocziho 1";"Šahy";"93601";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"66";;;;
"1265";"Nitriansky";"Levice";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Slovenskı - maïarskı ";"Špeciálna základná škola";"Špeciálna zákl.škola i.";"F. Rákocziho 1";"Šahy";"93601";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"5";;;;
"1267";"Nitriansky";"Levice";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium";"Mládenícka 22";"Šahy";"93601";"13";;;;;;;;;;;;;;;;;;;;;;;;;;;;;"65";;;;
"1268";"Nitriansky";"Levice";"Samosprávny kraj";"Gymnázium";"Maïarskı";"Gymnázium";"Gymnázium s VJM";"Mládenícka 22";"Šahy";"93601";;"7";"25";"25";;"25";;;;;;;;;;;;;;;;;;;;;;;;"93";;;;
"1269";"Nitriansky";"Levice";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola J. Krá¾a";"Mládenícka 24";"Šahy";"93601";;;;;;;;;;;"26";"26";;;"2006/07";"2006/07";"2006/07";;;;;;;;;;;;;"294";;;;
"1270";"Nitriansky";"Levice";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Nám. B. Bartóka 1";"Šahy";"93601";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"306";;;;
"1271";"Nitriansky";"Levice";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Maïarskı";"Základná škola";"KSŠ - Cirkevná ZŠ";"Slov.národ.povstania 4";"Šahy";"93601";;;;;;;;;;;;"18";"19";"19";;;;;;;;;;;;;;;;"222";;;;
"1272";"Nitriansky";"Levice";"Cirkev, cirkevné spoloèenstvo";"Gymnázium";"Maïarskı";"Gymnázium";"KSŠ - Gymnázium";"Slov.národ.povstania 4";"Šahy";"93601";;"3";"17";"17";;"17";;;;;;;;;;;;;;;;;;;;;;;;"73";;;;
"1273";"Nitriansky";"Levice";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı - maïarskı ";"Stredná odborná škola";"Stredná odborná škola";"Slov.národ.povstania 41";"Šahy";"93601";"12";;"12";"12";"13";;;"7";;;;;;;;;;;;;;;;;;;;;;"188";;;;
"1274";"Nitriansky";"Levice";"Obec";"Základná škola";"Maïarskı";"Základná škola";"ZŠ s VJM - Alapiskola";"Mládenícka 24";"Šahy";"93601";;;;;;;;;;;;"22";"22";"22";"2012/13";"2012/13";"2012/13";;;;;;;;;;;;;"247";;;;
"1275";"Nitriansky";"Levice";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"ZŠ s VJM - Alapiskola";"Šalov 58";"Šalov";"93571";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"11";;;;
"1276";"Nitriansky";"Levice";"Obec";"Základná škola";"Slovenskı - maïarskı ";"Základná škola";"Základná škola s MŠ";"Šarovce 426";"Šarovce";"93552";;;;;;;;;;;"6";"10";"4";"4";"2014/15";"2014/15";"2014/15";;;;;;;;;;;;;"127";;;;
"1278";"Nitriansky";"Levice";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Komenského 37";"Tekovské Luany";"93541";;;;;;;;;;;"13";"13";;;"2006/07";"2006/07";"2006/07";;;;;;;;;;;;;"224";;;;
"1279";"Nitriansky";"Levice";"Obec";"Základná škola";"Maïarskı";"Základná škola";"ZŠ s VJM - Alapiskola";"Komenského 37";"Tekovské Luany";"93541";;;;;;;;;;;;"6";"6";"6";"2013/14";"2013/14";"2013/14";;;;;;;;;;;;;"57";;;;
"1280";"Nitriansky";"Levice";"Samosprávny kraj";"SOŠ technická";"Slovenskı";"Stredná odborná škola";"SOŠ technická";"Kozmálovská cesta 9";"Tlmaèe";"93528";"38";;;;"25";;;;;;;;;;;;;;;;;;;;;;;;;"260";;;;
"1281";"Nitriansky";"Levice";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Stará 31";"Tlmaèe";"93521";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"228";;;;
"1282";"Nitriansky";"Levice";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 9";"Tlmaèe";"93521";;;;;;;;;;;"21";"21";;;"2007/08";"2007/08";"2007/08";;;;;;;;;;;;;"231";;;;
"1283";"Nitriansky";"Levice";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Ve¾ké Kozmálovce 56";"Ve¾ké Kozmálovce";"93521";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"10";;;;
"1284";"Nitriansky";"Levice";"Obec";"Základná škola";"Slovenskı - maïarskı ";"Základná škola";"Základná škola s MŠ";"Ve¾ké Ludince 390";"Ve¾ké Ludince";"93565";;;;;;;;;;;;"7";"7";"7";"2007/08";"2007/08";"2007/08";;;;;;;;;;;;;"87";;;;
"1285";"Nitriansky";"Levice";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Mochovská 4";"Ve¾kı Ïur";"93534";;;;;;;;;;;"9";"9";;;;;;;;;;;;;;;;;;"87";;;;
"1286";"Nitriansky";"Levice";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"ZŠ s VJM - Alapiskola";"Vyškovce nad Ip¾om 34";"Vyškovce nad Ip¾om";"93577";;;;;;;;;;;;;;;"2014/15";"2014/15";"2014/15";;;;;;;;;;;;;"22";;;;
"1287";"Nitriansky";"Levice";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Zbrojníky 177";"Zbrojníky";"93555";;;;;;;;;;;"3";"3";;;;;;;;;;;;;;;;;;"68";;;;
"1288";"Nitriansky";"Levice";"Obec";"Základná škola";"Maïarskı";"Základná škola";"ZŠ s VJM - Alapiskola";"Komenského 1";"eliezovce";"93701";;;;;;;;;;;;"26";"28";"28";;;;;;;;;;;;;;;;"284";;;;
"1289";"Nitriansky";"Levice";"Samosprávny kraj";"Gymnázium";"Maïarskı";"Gymnázium";"Gymnázium J.A.Kom.s VJM";"Štúrova 16";"eliezovce";"93701";;"3";"15";"15";;"15";;;;;;;;;;;;;;;;;;;;;;;;"57";;;;
"1291";"Nitriansky";"Levice";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Mierová 67";"eliezovce";"93701";;;;;;;;;;;"40";"40";;;"2015/16";"2015/16";"2015/16";;;;;;;;;;;;;"471";;;;
"1292";"Nitriansky";"Levice";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Štúrova 15";"eliezovce";"93701";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"261";;;;
"1293";"Nitriansky";"Levice";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium";"Štúrova 16";"eliezovce";"93701";"22";"2";;;;"20";;;;;;;;;"2016/17";"2016/17";"2016/17";;;;;;;;;;;;;"34";;;;
"1294";"Nitriansky";"Levice";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı - maïarskı ";"Špeciálna základná škola";"ŠZŠ - Spec. Alapiskola";"Úzka 4";"eliezovce";"93701";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"46";;;;
"1295";"Nitriansky";"Levice";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Oslobodite¾ov 30";"emberovce";"93502";;;;;;;;;;;"17";"16";;;"2009/10";"2009/10";"2009/10";;;;;;;;;;;;;"121";;;;
"1296";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Alekšince 395";"Alekšince";"95122";;;;;;;;;;;"25";"25";;;"2006/07";"2006/07";"2006/07";;;;;;;;;;;;;"177";;;;
"1297";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Báb 225";"Báb";"95134";;;;;;;;;;;"10";"10";;;;;;;;;;;;;;;;;;"93";;;;
"1298";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Nitrianska 98";"Branè";"95113";;;;;;;;;;;"14";"14";;;;;;;;;;;;;;;;;;"145";;;;
"1299";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"èas Cabaj 197";"Cabaj - Èápor";"95117";;;;;;;;;;;"13";"13";;;;;;;;;;;;;;;;;;"207";;;;
"1300";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"èas Èápor 1085";"Cabaj - Èápor";"95117";;;;;;;;;;;"9";"9";;;"2010/11";"2010/11";"2010/11";;;;;;;;;;;;;"125";;;;
"1301";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Nová 201";"Èakajovce";"95143";;;;;;;;;;;"6";"6";;;"2014/15";"2014/15";"2014/15";;;;;;;;;;;;;"85";;;;
"1302";"Nitriansky";"Nitra";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı - maïarskı ";"Základná škola";"ZŠ - Alapiskola";"Nitrianska 1";"Èechynce";"95107";;;;;;;;;;;;;;;"2006/07";"2006/07";"2006/07";;;;;;;;;;;;;"29";;;;
"1303";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Èe¾adice 87";"Èe¾adice";"95103";;;;;;;;;;;"18";"18";;;"2007/08";"2007/08";"2007/08";;;;;;;;;;;;;"121";;;;
"1304";"Nitriansky";"Nitra";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Èifáre 137";"Èifáre";"95161";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"17";;;;
"1305";"Nitriansky";"Nitra";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı - maïarskı ";"Základná škola";"ZŠ - Alapiskola";"Dolné Obdokovce 183";"Dolné Obdokovce";"95102";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"25";;;;
"1306";"Nitriansky";"Nitra";"Súkromník";"Stredná odborná škola";"Maïarskı";"Stredná odborná škola";"Súkromná SOŠ s VJM";"Dolné Obdokovce 71";"Dolné Obdokovce";"95102";;;"14";"14";"11";"3";;;;;;;;;;;;;;;;;;;;;;;;"37";;;;
"1307";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Golianovo 60";"Golianovo";"95108";;;;;;;;;;;"15";"15";;;"2010/11";"2010/11";"2010/11";;;;;;;;;;;;;"187";;;;
"1308";"Nitriansky";"Nitra";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Farská ulica 20";"Horné Lefantovce";"95145";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"25";;;;
"1309";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Novozámocká 300";"Ivanka pri Nitre";"95112";;;;;;;;;;;"13";"13";;;"2007/08";"2007/08";"2007/08";;;;;;;;;;;;;"162";;;;
"1310";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Školská ulica 16";"Jarok";"95148";;;;;;;;;;;"13";"13";;;;;;;;;;;;;;;;;;"138";;;;
"1311";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı - maïarskı ";"Základná škola";"ZŠ - Alapiskola";"Školská 330";"Jelenec";"95173";;;;;;;;;;;"38";"42";"4";"4";;;;;;;;;;;;;;;;"310";;;;
"1312";"Nitriansky";"Nitra";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Jelšovce 261";"Jelšovce";"95143";;;;;;;;;;;;;;;"2010/11";"2010/11";"2010/11";;;;;;;;;;;;;"20";;;;
"1313";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Klasov 20";"Klasov";"95153";;;;;;;;;;;"5";"5";;;"2013/14";"2013/14";"2013/14";;;;;;;;;;;;;"100";;;;
"1314";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı - maïarskı ";"Základná škola";"Základná škola s MŠ";"Hlavná 198";"Kolíòany";"95178";;;;;;;;;;;"12";"12";;;;;;;;;;;;;;;;;;"81";;;;
"1315";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Lehota 144";"Lehota";"95136";;;;;;;;;;;"12";"12";;;"2013/14";"2013/14";"2013/14";;;;;;;;;;;;;"151";;;;
"1316";"Nitriansky";"Nitra";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Hlavná 414";"Lúènica nad itavou";"95188";;;;;;;;;;;;;;;"2006/07";"2006/07";"2006/07";;;;;;;;;;;;;;;;;
"1317";"Nitriansky";"Nitra";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Hlavná 191";"Lukáèovce";"95123";;;;;;;;;;;;;;;"2011/12";"2011/12";"2011/12";;;;;;;;;;;;;"23";;;;
"1319";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Sasinkova 1";"Luianky";"95141";;;;;;;;;;;"5";"5";;;"2010/11";"2010/11";"2010/11";;;;;;;;;;;;;"98";;;;
"1321";"Nitriansky";"Nitra";"Krajskı úrad, Okresnı úrad";"Odborné uèilište internátne";"Slovenskı";"Špeciálna stredná škola";"Odborné uèilište int.";"Mojmírovce 1791";"Mojmírovce";"95115";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"108";;;;
"1322";"Nitriansky";"Nitra";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Mojmírovce 897";"Mojmírovce";"95115";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"183";;;;
"1323";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 8";"Mojmírovce";"95115";;;;;;;;;;;"27";"27";;;"2007/08";"2007/08";"2007/08";;;;;;;;;;;;;"373";;;;
"1324";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"ZŠ knieaa Pribinu";"Andreja Šulgana 1";"Nitra";"94901";;;;;;;;;;;"35";"35";;;"2007/08";"2007/08";"2007/08";;;;;;;;;;;;;"509";;;;
"1325";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Beethovenova 1";"Nitra";"94911";;;;;;;;;;;"45";"45";;;"2006/07";"2006/07";"2006/07";;;;;;;;;;;;;"420";;;;
"1327";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Benkova 34";"Nitra";"94901";;;;;;;;;;;"71";"70";;;;;;;;;;;;;;;;;;"897";;;;
"1328";"Nitriansky";"Nitra";"Samosprávny kraj";"Obchodná akadémia";"Slovenskı";"Stredná odborná škola";"Obchodná akadémia";"Boleèkova 2";"Nitra";"95050";"109";;;;"96";"13";;;;;;;;;;;;;;;;;;;;;;;;"399";;;;
"1329";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Cabajská 2";"Nitra";"94901";;;;;;;;;;;"40";"40";;;"2006/07";"2006/07";"2006/07";;;;;;;;;;;;;"275";;;;
"1330";"Nitriansky";"Nitra";"Samosprávny kraj";"Stredná priemyselná škola";"Slovenskı";"Stredná odborná škola";"SPŠ stavebná";"Cabajská 4";"Nitra";"95050";"119";"5";;;"98";"5";;"12";;;;;;;;;;;;;;;;;;;;;;"467";;;;
"1331";"Nitriansky";"Nitra";"Samosprávny kraj";"SOŠ potravinárska";"Slovenskı";"Stredná odborná škola";"SOŠ potravinárska";"Cabajská 6";"Nitra";"94901";"63";;;;"60";;;;;;;;;;"2011/12";"2011/12";;;;;;;;;;;;;;"430";;;;
"1332";"Nitriansky";"Nitra";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Cintorínska 4";"Nitra";"95050";"72";;;;"54";"4";;"8";;;;;;;"2015/16";"2015/16";"2015/16";;;;;;;;;;;;;"442";;;;
"1333";"Nitriansky";"Nitra";"Krajskı úrad, Okresnı úrad";"Praktická škola";"Slovenskı";"Špeciálna stredná škola";"SŠI - Praktická škola";"Èerveòova 42";"Nitra";"94901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"51";;;;
"1334";"Nitriansky";"Nitra";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Slovenskı";"Špeciálna základná škola";"Spojená škola internátna";"Èerveòova 42";"Nitra";"94901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"21";;;;
"1335";"Nitriansky";"Nitra";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Slovenskı";"Špeciálna základná škola";"Spojená škola internátna";"Èerveòova 42";"Nitra";"94901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"88";;;;
"1337";"Nitriansky";"Nitra";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Dlhá 78";"Nitra";"94901";;;;;;;;;;;"10";"10";;;;;;;;;;;;;;;;;;"166";;;;
"1338";"Nitriansky";"Nitra";"Samosprávny kraj";"SOŠ po¾noh. a slu. na vidieku";"Slovenskı";"Stredná odborná škola";"Stredná odb. škola vet.";"Draovská 14";"Nitra";"95012";"114";;;;"91";"7";;"12";;;;;;;;;;;;;;;;;;;;;;"470";;;;
"1339";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"ZŠ krá¾a Svätopluka";"Draovská 6";"Nitra";"94901";;;;;;;;;;;"19";"19";;;"2010/11";"2010/11";"2010/11";;;;;;;;;;;;;"324";;;;
"1340";"Nitriansky";"Nitra";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkromná ZUŠ";"Ïurkova 18";"Nitra";"94901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"675";;;;
"1341";"Nitriansky";"Nitra";"Samosprávny kraj";"SOŠ polytechnická";"Slovenskı";"Stredná odborná škola";"SOŠ polytechnická";"Dvorèanská 629";"Nitra";"94905";"83";;;;"66";"6";;"11";;;;;;;;;;;;;;;;;;;;;;"433";;;;
"1342";"Nitriansky";"Nitra";"Cirkev, cirkevné spoloèenstvo";"Gymnázium";"Slovenskı";"Gymnázium";"SKŠ-Gymnázium sv.C.a M.";"Farská 19";"Nitra";"94901";"74";"16";;;;"73";;;;;;;;;;;;;;;;;;;;;;;;"491";;;;
"1343";"Nitriansky";"Nitra";"Samosprávny kraj";"Stredná zdravotnícka škola";"Slovenskı";"Stredná odborná škola";"Stredná zdravot. škola";"Farská 23";"Nitra";"95050";"92";;;;"80";;;"12";;;;;;;"2006/07";"2006/07";"2006/07";;;;;;;;;;;;;"492";;;;
"1344";"Nitriansky";"Nitra";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"SKŠ-ZŠ sv. Svorada a B.";"Farská 43";"Nitra";"94901";;;;;;;;;;;"22";"22";;;"2014/15";"2014/15";"2014/15";;;;;;;;;;;;;"335";;;;
"1345";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Fatranská 14";"Nitra";"94901";;;;;;;;;;;"64";"64";;;"2013/14";"2013/14";"2013/14";;;;;;;;;;;;;"684";;;;
"1346";"Nitriansky";"Nitra";"Samosprávny kraj";"Stredná priemyselná škola";"Slovenskı";"Stredná odborná škola";"Stredná priem. škola";"Fraòa Krá¾a 20";"Nitra";"94901";"102";"5";;;"78";"11";;"9";;;;;;;;;;;;;;;;;;;;;;"433";;;;
"1347";"Nitriansky";"Nitra";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium";"Golianova 68";"Nitra";"94901";"138";"45";;;;"81";"54";;;;;;;;"2013/14";"2013/14";"2013/14";;;;;;;;;;;;;"753";;;;
"1348";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Krèméryho 2";"Nitra";"94901";;;;;;;;;;;"5";"5";;;"2016/17";"2016/17";"2016/17";;;;;;;;;;;;;"149";;;;
"1349";"Nitriansky";"Nitra";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkr. ZUŠ H. Madariovej";"Krèméryho 2";"Nitra";"94901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"711";;;;
"1350";"Nitriansky";"Nitra";"Súkromník";"Konzervatórium";"Slovenskı";"Konzervatórium";"Súkr. konzervatórium";"Krèméryho 2";"Nitra";"94901";"19";;;;"14";"3";;;;;;;;;;;;;;;;;;;;;;;;"169";;;;
"1351";"Nitriansky";"Nitra";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Levická 40";"Nitra";"95003";"83";;;;"70";"3";;"6";;;;;;;;;;;;;;;;;;;;;;"355";;;;
"1352";"Nitriansky";"Nitra";"Súkromník";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Súkromná SOŠ ANIMUS";"Levická cesta 40";"Nitra";"94901";"61";;;;"44";"6";;"5";;;;;;;;;;;;;;;;;;;;;;"224";;;;
"1353";"Nitriansky";"Nitra";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola - ŠZŠ";"Mudroòova 1";"Nitra";"94901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"62";;;;
"1354";"Nitriansky";"Nitra";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola - ŠZŠ";"Mudroòova 1";"Nitra";"94901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"16";;;;
"1355";"Nitriansky";"Nitra";"Krajskı úrad, Okresnı úrad";"ŠZŠ pre telesne postihnutıch";"Slovenskı";"Špeciálna základná škola";"Spojená škola-ŠZŠ t.p.";"Mudroòova 1";"Nitra";"94901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"12";;;;
"1356";"Nitriansky";"Nitra";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Na Hôrke 30";"Nitra";"94911";;;;;;;;;;;"57";"57";;;"2006/07";"2006/07";"2006/07";;;;;;;;;;;;;"455";;;;
"1357";"Nitriansky";"Nitra";"Súkromník";"ZŠ pre iakov s naruš.komunik.";"Slovenskı";"Špeciálna základná škola";"Súkr.ZŠ pre iak.s ch.r";"Na Hôrke 30";"Nitra";"94911";;;;;;;;;;;"9";"9";;;;;;;;;;;;;;;;;;"101";;;;
"1358";"Nitriansky";"Nitra";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Nábreie mládee 1";"Nitra";"95028";"20";;;;"13";;;"7";;;;;;;;;;;;;;;;;;;;;;"222";;;;
